Date;Peugeot;Renault;Volvo;BMW;Daimler;VW;Toyota;GM;Ford;Fiat Chrysler;Portfolio
1.16.2014;9.50368;59.391;82.15;73.929;56.727;171.59;119.470001;36.048656;14.87478;6.288528;629.972645
1.15.2014;9.27209;58.899;81.56;73.604;55.781;173.56;119.459999;36.634515;14.607567;6.176819;629.55499
1.14.2014;9.01154;57.314;77.69;72.194;54.352;175.95;119.400002;36.231738;14.349264;6.111109;622.603653
1.13.2014;9.30931;57.527;76.37;72.565;54.182;177.91;120.809998;36.643667;14.313635;6.032256;625.662866
1.10.2014;9.23487;58.139;77.1;72.294;54.182;179.36;120.330002;37.064756;14.108773;6.078253;627.891654
1.9.2014;9.42511;60.04;78.92;73.044;55.468;182.96;119.849998;37.000675;13.841561;5.854836;636.40418
1.8.2014;9.51609;60.494;78.51;73.044;55.798;180.2;120.459999;36.799288;13.699048;5.979687;634.500112
1.7.2014;9.40029;60.345;78.83;73.053;55.165;180.86;120.169998;36.98237;13.877189;6.111109;634.793956
1.6.2014;9.49128;60.568;80.42;73.685;56.093;185.49;120.510002;36.222582;13.81484;6.143964;642.438668
1.3.2014;9.31344;58.565;80.24;72.7;55.647;188.34;120.629997;37.485842;13.75249;6.24253;642.916299
