Date;Peugeot;Renault;Volvo;BMW;Daimler;VW;Toyota;GM;Ford;Fiat Chrysler;Portfolio
1.12.2015;11.53;61.874;88.82;88.395;69.094;185.97;126.080002;33.730939;13.985012;7.786736;687.265689
1.9.2015;11.49;60.638;87.04;88.228;69.103;184.53;127.580002;34.309076;14.178099;7.681598;684.777775
1.8.2015;11.375;60.771;85.44;87.744;68.919;184.15;125.169998;33.96788;13.828703;7.609316;678.974897
1.7.2015;11.3;59.858;85.68;87.157;68.596;183.34;122.099998;33.029592;13.442529;7.615887;672.119006
1.6.2015;11.06;58.65;85.3;84.81;67.259;178.27;123.370003;32.536758;13.571254;7.39247;662.219485
1.5.2015;10.74;56.843;83.38;82.677;65.755;175.45;125.669998;33.020116;14.122931;7.681598;655.339643
1.2.2015;10.85;58.526;86.19;84.4;66.65;177.6;125.480003;33.086459;14.251656;7.609316;664.643434
12.31.2014;10.6;56.472;83.99;82.556;65.479;173.73;125.910004;33.257057;14.251656;7.740738;653.986455
12.30.2014;10.23;55.959;82.44;82.1;64.022;172.92;127.370003;32.792651;14.270046;7.727596;649.831296
12.29.2014;10.15;56.681;82.35;83.246;64.621;175.74;128.100006;31.968097;14.205683;7.806449;654.868235
12.26.2014;9.772;54.57;79.72;80.359;61.91;170.62;126.760002;31.683768;14.067764;7.806449;637.268983
12.24.2014;9.795;54.694;80.05;79.93;61.43;169.57;126.760002;31.806978;14.095347;7.760451;635.891778
12.23.2014;9.822;54.979;80.05;79.232;61.024;168.52;126.639999;31.494214;13.994207;7.668456;633.423876
12.22.2014;10.2;56.967;80.61;81.96;63.404;174.45;127.010002;31.096155;13.819509;7.655313;647.171979
12.19.2014;10.22;57.566;80.1;83.599;63.607;176.5;124.739998;30.091523;13.617228;7.583032;647.623781
12.18.2014;10.22;57.566;80.1;83.599;63.607;176.5;123.220001;29.522864;13.286221;7.523892;645.144978
12.17.2014;10.16;57.262;80.1;83.599;63.607;176.5;121.940002;29.124803;12.955215;7.550176;642.798196
12.16.2014;10.28;57.785;81.04;84.754;64.593;178.37;121.550003;29.3807;13.129912;7.497607;648.380222
12.15.2014;10.29;57.994;81.22;84.587;64.612;178.85;124.540001;29.920925;13.78273;7.464752;653.261408
12.12.2014;10.29;57.994;81.22;84.587;64.612;178.85;126.089996;30.508538;14.049374;7.346473;655.547381
12.11.2014;10.29;57.994;81.22;84.587;64.612;178.85;125.489998;30.300031;13.939039;7.537034;654.819102
12.10.2014;10.32;58.117;81.22;84.587;64.612;178.85;128.360001;31.096155;14.187294;8.325564;659.675014
12.9.2014;10.165;57.338;80.19;83.832;64.012;177.75;128.419998;30.972945;14.187294;8.71983;655.587067
12.8.2014;10.33;57.69;80.14;83.758;63.671;177.08;129.029999;31.873321;14.435548;8.943246;656.951114
12.5.2014;10.26;57.081;78.88;84.121;63.597;176.41;128.600006;31.084238;14.536689;8.686974;653.256907
12.4.2014;9.78;55.512;78.32;81.485;61.947;170.1;127.709999;31.600899;14.720582;8.910391;640.085871
12.3.2014;9.78;54.798;78.64;82.007;61.919;170.67;126.57;31.243932;14.61944;8.60155;638.848922
12.2.2014;9.557;55.198;76.86;79.167;59.558;167.37;124.940002;30.943329;14.499911;8.351849;626.445091
12.1.2014;9.914;57.043;77.66;81.932;61.402;173.64;123.129997;31.403629;14.463132;8.187572;638.77533
11.28.2014;10.065;58.84;79.3;84.102;62.998;178.22;121.699997;30.126065;14.352796;8.272996;647.976854
11.26.2014;10.285;58.66;80.14;83.618;62.749;174.78;121.809998;30.276366;14.417159;8.312422;645.047945
11.25.2014;10.32;59.354;79.63;82.789;62.684;175.02;121.459999;30.23879;14.407964;8.266424;644.170177
11.24.2014;10.675;60.923;80.66;85.304;63.69;178.03;121.290001;30.182429;14.187294;8.056149;652.997873
11.21.2014;10.875;61.246;80.89;86.002;64.557;179.75;119.720001;30.182429;14.214877;8.029865;655.467172
11.20.2014;10.535;58.878;79.07;83.693;62.316;174.5;120.349998;30.201218;14.196488;8.036436;641.77614
11.19.2014;10.285;59.088;79.49;84.978;62.906;176.36;120.07;30.313943;14.251656;8.417559;646.160158
11.18.2014;10.12;59.477;78.03;85.499;62.565;175.69;118.589996;30.351519;14.288434;8.233569;642.844518
11.17.2014;10.325;60.961;77.89;85.89;62.694;176.55;119.82;29.863039;13.92065;8.148144;646.061833
11.14.2014;10.3;61.36;77.05;85.63;62.528;177.03;119.82;29.731523;13.727563;8.102147;645.279233
11.13.2014;10.19;60.98;77.52;85.201;61.891;176.31;118.790001;29.515465;13.405751;7.668456;641.471673
11.12.2014;10.065;60.799;77.71;84.261;61.227;174.59;119.139999;29.449709;13.212664;7.504179;637.958551
11.11.2014;10.085;60.885;78.5;84.14;61.061;175.21;117.970001;29.233651;12.872463;7.261048;637.218163
11.10.2014;9.952;60.524;77.33;83.255;60.305;172.01;118.669998;29.675161;13.028772;7.188766;631.938697
11.7.2014;9.601;59.354;76.67;82.1;59.54;170.1;119.830002;29.468497;13.047161;7.21505;626.92571
11.6.2014;9.277;57.804;78.03;79.064;58.018;166.71;121.370003;28.86729;12.817295;7.320188;619.277776
11.5.2014;9.244;57.556;79.68;78.924;57.861;166.32;119.400002;28.951834;12.82649;7.261048;618.024374
11.4.2014;9.226;57.547;80.71;78.626;57.686;166.66;122;29.290013;12.863269;7.379327;621.987609
11.3.2014;9.038;56.234;79.07;77.723;56.588;163.26;121.349998;29.496677;12.955215;7.530463;613.245353
10.31.2014;9.033;56.396;79.49;77.351;56.367;162.45;115.860001;28.91426;12.82649;7.123056;605.810807
10.30.2014;8.874;55.645;79.63;77.034;56.404;161.07;115.809998;28.857895;12.789712;7.129627;603.244232
10.29.2014;8.881;55.749;79.82;77.025;56.256;161.59;115.099998;29.280619;12.904644;6.387095;602.993356
10.28.2014;9.026;56.168;81.04;78.515;57.557;164.03;114.339996;28.25669;12.594787;6.071682;607.599155
10.27.2014;9.084;56.995;81.83;78.142;57.981;164.46;114.510002;28.219115;12.558333;6.24253;610.02198
10.24.2014;9.102;56.092;81.13;77.602;57.511;163.6;113.410004;29.055167;13.123367;6.327955;606.953493
10.23.2014;9.33;57.442;80.57;78.58;58.073;165.8;112.269997;29.412133;12.877304;6.18339;610.537824
10.22.2014;9.408;56.501;80.38;78.086;57.64;163.36;113.349998;28.970622;12.995779;6.209675;606.901074
10.21.2014;9.253;56.377;79.35;77.192;56.404;161.16;113.309998;28.50093;12.913758;6.11768;600.578366
10.20.2014;9.427;55.968;79.72;79.409;56.957;162.26;109.790001;28.406991;12.777057;5.979687;600.694736
10.17.2014;9.458;56.33;80.66;79.455;57.206;162.55;110.18;28.125177;12.740602;5.743128;602.447907
10.16.2014;9.014;54.408;79.96;77.323;55.897;157.86;110.059998;27.89033;12.412518;5.75627;590.581116
10.15.2014;9.009;52.868;80.57;76.987;55.795;154.95;111.620003;28.284872;12.558333;5.881121;588.523329
10.14.2014;9.023;52.497;79.82;76.755;55.703;153.8;112.669998;27.984269;12.339611;5.861407;586.453285
10.13.2014;8.936;51.546;77.75;75.702;54.864;151.36;113.970001;28.453962;12.567447;5.716844;580.866254
10.10.2014;9.2;52.449;79.25;76.634;55.5;153.37;114.519997;29.149106;12.613014;5.861407;588.546524
10.9.2014;9.444;52.858;74.09;77.434;55.685;154.18;116.260002;30.229398;12.950212;6.078253;589.208865
10.8.2014;9.47;53.144;73.16;76.913;55.131;152.85;115.82;29.84425;12.849964;6.078253;585.260467
10.7.2014;9.368;52.582;72.22;75.758;54.735;152.27;116.699997;31.704232;13.232729;6.078253;584.648211
10.6.2014;9.178;51.508;70.95;74.138;53.831;150.03;116.160004;31.713624;13.296523;6.143964;576.949115
10.3.2014;9.275;51.803;72.13;75.032;54.735;152.94;114.480003;31.168783;13.269183;6.176819;581.009788
10.2.2014;8.669;49.815;70.81;72.499;53.471;146.35;116.650002;30.520609;13.296523;6.584227;568.665361
10.1.2014;8.718;49.406;69.17;72.089;52.632;143.62;117.529999;30.003946;13.478792;6.584227;563.231964
9.30.2014;9.206;51.46;72.03;74.007;54.218;148.45;117.519997;30.266974;13.770422;6.584227;577.51262
9.29.2014;8.976;50.576;70.48;73.979;52.291;146.44;118.650002;31.159387;14.882263;6.676222;574.109874
9.26.2014;9.103;50.585;70.53;74.063;51.654;144.29;117.870003;30.877572;14.763789;6.794502;570.530866
9.25.2014;9.446;51.974;72.27;76.829;53.222;148.74;118.849998;31.610295;14.95517;6.60394;584.500403
9.24.2014;9.787;51.964;71.09;75.656;53.342;148.45;118.25;31.206359;14.736448;6.60394;581.085747
9.23.2014;10.21;52.468;71.61;76.671;53.859;150.12;119.010002;31.413021;14.909604;6.60394;586.874567
9.22.2014;10.33;52.269;72.36;76.345;54.412;150.07;118.760002;31.882713;15.173893;6.590797;588.193405
9.19.2014;10.39;52.411;73.34;77.872;54.606;150.69;119.43;31.967258;15.110099;6.689364;592.505721
9.18.2014;10.02;51.66;72.73;77.872;54.606;150.69;117.349998;31.798169;15.064533;6.689364;588.480064
9.17.2014;10.095;53.239;73.95;78.999;55.565;153.61;117.589996;31.666655;15.055419;6.689364;596.459434
9.16.2014;10.155;54.542;74.94;79.176;56.007;157.15;117.160004;31.591506;15.009851;6.590797;602.322158
9.15.2014;10.265;56.025;74.89;79.353;55.832;157.62;117.110001;31.253327;15.119213;6.702506;604.170047
9.12.2014;10.285;56.054;75.41;79.753;56.284;158.96;116.370003;31.572718;15.183007;6.794502;606.66623
9.11.2014;10.105;55.93;74.47;79.39;56.09;159.2;116.489998;31.272116;15.155666;6.610512;604.713292
9.10.2014;10.25;55.749;75.13;80.824;56.745;162.64;115.019997;31.06545;15.155666;6.5448;609.123913
9.9.2014;10.055;55.217;75.41;79.064;56.395;163.26;116.040001;31.225147;15.310594;6.41995;608.396692
9.8.2014;10.2;56.234;77.99;80.806;57.852;166.37;116.389999;32.202106;15.620452;6.551372;620.215929
9.5.2014;10.395;56.529;78.69;82.873;58.793;168.52;116.050003;32.248668;15.738928;6.564513;626.402112
9.4.2014;10.47;56.691;78.6;84.167;58.903;168.04;115.959999;32.09967;15.921196;6.564513;627.416378
9.3.2014;10.57;55.778;79.02;83.627;58.295;166.61;116.199997;32.406976;16.039671;6.472518;625.019162
9.2.2014;10.485;55.635;78.27;83.134;58.119;166.75;114.32;32.406976;15.866515;6.472518;621.459009
8.29.2014;10.795;56.111;77.05;83.339;58.156;167.61;114.43;32.295229;15.875629;6.472518;622.134376
8.28.2014;10.925;56.681;76.39;83.283;58.055;167.76;114.910004;32.323164;15.820949;6.590797;622.738914
8.27.2014;10.935;57.195;76.72;83.814;58.295;168.52;115.080002;32.453537;15.66602;6.472518;625.151077
8.26.2014;10.865;57.1;76.63;84.121;58.737;168.19;114.870003;32.285914;15.702473;6.321383;624.822773
8.25.2014;10.965;57.518;76.63;84.968;59.447;169.57;114.089996;31.885486;15.647793;6.321383;627.042658
8.22.2014;11.055;59.173;77.33;85.592;59.89;171.63;115.779999;32.220728;15.857402;6.373952;634.902081
8.21.2014;11.15;59.601;78.03;85.723;60.102;171.49;115.699997;32.155542;15.866515;6.295099;636.113153
8.20.2014;11.02;58.07;78.97;85.248;59.152;169.53;116.949997;32.192792;15.820949;6.295099;633.248837
8.19.2014;10.83;57.09;78.88;83.823;58.009;166.42;117.209999;32.034484;15.884743;6.518516;626.699742
8.18.2014;10.54;55.921;79.21;81.942;57.013;163.98;116.889999;31.512991;15.775381;6.433092;619.217463
8.15.2014;10.465;54.932;79.16;81.96;57.068;162.5;117.739998;31.615427;15.884743;6.41995;617.745118
8.14.2014;10.69;56.662;79.3;82.51;57.4;163.31;117.93;31.615427;15.875629;6.334526;621.627582
8.13.2014;10.725;58.374;80.24;83.143;57.326;164.46;117.239998;31.382619;15.684246;6.209675;624.784538
8.12.2014;10.96;59.135;81.36;84.074;58.239;166.51;116.760002;31.475741;15.647793;6.170249;630.331785
8.11.2014;10.93;59.04;82.07;84.875;58.553;167.47;117.629997;31.224307;15.574885;6.025684;633.392873
8.8.2014;10.85;58.232;82.07;84.866;57.99;166.66;116.68;30.83319;15.328822;5.762842;629.272854
8.7.2014;10.655;57.946;80.99;82.938;56.856;164.51;116.610001;31.103249;15.474637;5.690559;622.773446
8.6.2014;10.755;57.585;81.5;83.609;57.363;165.13;119.029999;31.065999;15.37439;6.308241;627.720629
8.5.2014;10.63;56.51;82.07;82.519;56.561;164.03;118.120003;31.298807;15.511091;6.308241;623.558142
8.4.2014;10.585;56.777;82.63;82.901;56.81;162.64;117.589996;31.140496;15.319708;6.308241;622.701441
8.1.2014;10.4;56.101;81.13;81.979;56.247;159.73;117.989998;31.494366;15.511091;6.334526;616.916981
7.31.2014;10.175;54.722;80.43;80.312;55.067;158.2;120.040001;31.950673;15.912082;6.531658;613.340414
7.30.2014;10.37;55.664;80.71;82.212;56.321;160.49;120.580002;32.081045;15.898412;6.722219;621.048678
7.29.2014;10.32;55.036;81.13;81.793;55.943;160.49;120.580002;32.500101;15.961752;6.728791;620.482646
7.28.2014;10.175;55.017;81.27;81.206;55.196;160.3;119.629997;32.65841;15.943656;6.912781;618.308844
7.25.2014;10.2;55.892;81.74;82.724;55.989;161.07;119.379997;33.282339;16.142725;6.899639;623.3197
7.24.2014;9.946;55.302;80.8;80.452;54.661;158.2;119.43;34.8375;16.088434;6.741933;616.458867
7.23.2014;9.918;55.15;80.38;80.275;54.366;159.35;119.18;35.16343;16.124628;6.820786;616.727844
7.22.2014;10.31;56.377;81.64;81.988;55.168;160.97;118.660004;34.856125;16.016045;6.879925;622.865099
7.21.2014;10.565;58.127;82.35;82.417;55.731;162.5;118.900002;34.8375;16.034141;6.958779;628.420422
7.18.2014;10.87;58.774;80.8;82.333;56.413;165.18;118.379997;34.548815;16.052239;6.84707;630.198121
7.17.2014;10.795;57.243;80.33;81.606;56.118;165.42;119.150002;34.902686;16.10653;6.794502;628.46572
7.16.2014;11.21;59.316;81.08;83.199;57.068;166.85;118.709999;34.995811;15.871268;6.735362;635.03544
7.15.2014;11.235;60.78;82.07;84.717;58.165;167.95;119;35.107559;15.880315;6.735362;641.640236
7.14.2014;10.595;63.034;81.6;85.238;58.922;169.33;118.519997;35.340367;15.807926;6.610512;644.997802
7.11.2014;10.71;66.097;81.97;85.872;58.175;168.33;118.050003;35.15412;15.654099;6.623653;646.635875
7.10.2014;10.875;66.03;83.1;87.818;60.084;172.06;120.040001;35.358992;15.771732;6.630224;657.767949
7.9.2014;11.18;66.953;82.16;88.945;61.144;175.26;120.300003;34.995811;15.482177;6.630224;663.050215
7.8.2014;10.96;66.525;82.11;87.967;60.48;175.64;121.160004;34.865435;15.672197;6.748504;662.12814
7.7.2014;10.92;65.963;82.68;87.511;60.951;174.26;121.730003;35.144809;15.672197;6.899639;661.731648
7.3.2014;10.81;65.707;81.69;86.123;59.798;173.35;121.879997;35.144809;15.58171;6.676222;656.760738
7.2.2014;11.23;66.677;83.05;87.175;60.314;175.4;122.260002;35.005122;15.572662;6.741933;663.425719
7.1.2014;11.3;67.485;87.08;87.976;61.384;176.84;119.660004;33.803828;15.599808;6.511945;667.640585
6.30.2014;11.485;68.484;88.49;88.703;62.5;180.76;118.839996;34.101823;15.636003;6.636796;675.636618
6.27.2014;11.455;67.162;87.27;86.123;62.048;178.27;117.650002;34.362571;15.563615;6.617082;666.52127
6.26.2014;11.095;66.41;88.3;86.449;62.352;178.32;117.470001;34.539505;15.563615;6.78793;667.287051
6.25.2014;10.76;65.64;86.71;85.741;61.495;177.17;116.550003;34.064576;15.355495;6.78793;660.274004
6.24.2014;10.75;64.889;87.37;85.136;61.836;176.26;117.220001;34.148384;15.274058;6.702506;659.585949
6.23.2014;10.8;65.184;88.91;86.347;62.86;176.36;118.220001;33.729331;15.084037;6.814214;664.308583
6.20.2014;10.79;65.146;89.05;86.328;62.85;176.84;117.75;33.869014;15.183573;6.814214;664.620801
6.19.2014;11.23;67.181;90.27;87.455;63.893;180.47;116.050003;33.803828;15.228815;6.820786;672.402432
6.18.2014;11.275;67.114;91.45;88.61;64.962;183.48;114.709999;33.859704;15.192622;6.78793;677.441255
6.17.2014;11.405;67.162;91.26;88.768;64.962;184.01;114.480003;33.580334;15.047842;6.899639;677.574818
6.16.2014;11.21;66.154;88.68;87.427;64.298;184.29;114.239998;33.179902;14.984502;6.899639;671.363041
6.13.2014;11.125;65.669;87.08;86.887;63.81;183.77;114.260002;33.077466;14.948309;6.899639;667.526416
6.12.2014;10.795;62.797;86.8;86.253;63.081;183.34;114.059998;33.636206;15.292155;7.017919;663.072278
6.11.2014;11.01;64.118;87.65;86.011;63.016;182.57;113.870003;33.896954;15.39169;7.096771;664.630418
6.10.2014;11.04;63.605;87.93;86.123;62.841;182.19;115.07;33.990076;15.382642;7.03106;665.202778
6.9.2014;10.8;63.358;88.44;86.691;63.367;184.25;115.150002;34.036637;15.45503;6.96535;668.513019
6.6.2014;10.815;64.147;89.62;87.632;63.671;185.78;114.589996;33.496522;15.093086;6.820786;671.66539
6.5.2014;10.94;64.47;89.38;85.21;64.059;186.49;114.480003;33.727405;15.192622;6.709077;670.658107
6.4.2014;10.78;64.908;89.71;86.198;64.63;188.17;114.919998;32.563752;14.975453;6.807643;673.662846
6.3.2014;11.04;65.336;89.71;86.3;64.649;188.83;113.949997;32.194341;14.87592;6.807643;673.692901
6.2.2014;10.475;65.906;87.27;85.127;64.206;186.97;113.110001;31.935753;14.87592;6.807643;666.683317
5.30.2014;10.02;65.155;88.16;84.512;64.234;187.3;111.489998;31.815693;14.966406;6.807643;664.46074
5.29.2014;9.991;64.556;88.77;84.68;63.68;186.54;109.910004;31.944987;14.758287;6.932494;661.762772
5.28.2014;10.08;65.146;89.71;84.521;63.745;187.69;110.110001;31.344689;14.622558;6.945636;663.914884
5.27.2014;10.185;66.211;89.24;85.08;64.086;188.64;109.639999;31.058396;14.495878;6.66308;665.299353
5.23.2014;10.195;66.097;89.48;85.434;64.243;187.69;109.489998;30.864452;14.396343;6.557942;664.447735
5.22.2014;10.36;66.781;89.38;85.695;64.63;186.87;108.059998;30.901394;14.396343;6.695935;663.76967
5.21.2014;10.445;67.371;89.9;86.216;64.64;188.31;107.669998;30.541217;14.269663;6.649937;666.012815
5.20.2014;10.455;68.322;89.01;86.496;64.778;188.26;108.610001;31.630986;14.405392;6.584227;668.551606
5.19.2014;10.295;67.048;89.01;86.384;64.842;187.07;109.610001;31.400102;14.260614;6.472518;666.392235
5.16.2014;9.984;65.478;91.4;84.996;63.92;184.29;109.5;31.732575;14.197273;6.472518;661.970366
5.15.2014;10.15;65.326;90.98;85.695;64.261;187.02;110.43;32.268222;14.251565;6.722219;667.104006
5.14.2014;10.34;65.507;91.35;85.192;63.929;187.02;111.379997;32.462166;14.351099;6.564513;668.095775
5.13.2014;10.38;65.678;92.2;85.76;64.28;186.4;109.209999;32.157399;14.333003;6.820786;667.219187
5.12.2014;10.375;65.184;93.18;85.797;64.234;186.68;108.870003;31.612515;14.269663;6.722219;666.9244
5.9.2014;10.305;66.011;93.18;85.08;63.902;186.11;108.150002;32.185104;14.305857;6.722219;665.951182
5.8.2014;10.285;66.173;94.26;85.462;64.151;186.4;109.029999;32.388282;13.989155;6.939066;669.077502
5.7.2014;10.455;66.515;93.88;84.996;64.197;186.49;109;32.092752;14.079642;7.589603;669.294997
5.6.2014;10.12;65.593;93.98;83.702;62.841;184.34;109.440002;32.092752;14.242516;7.898444;664.249714
5.5.2014;9.95;64.813;93.7;83.199;62.269;182.43;109.93;32.29593;14.387294;7.977297;660.951521
5.2.2014;9.431;64.67;93.6;82.603;61.928;182.43;109.730003;32.231283;14.396343;7.891873;658.911502
5.1.2014;9.443;63.348;93.74;81.951;61.292;181.76;108.419998;31.843398;14.613509;7.951012;654.361917
4.30.2014;9.419;61.741;94.26;82.119;60.886;181.47;107.5;31.390869;14.473257;7.970726;651.229852
4.29.2014;9.299;61.399;95.2;80.489;60.139;179.8;107.07;31.178453;14.33858;7.760451;646.673484
4.28.2014;9.369;62.901;96.98;79.632;60.868;179.42;106.489998;31.141515;14.167989;7.81959;648.789092
4.25.2014;9.732;64.784;97.26;80.663;61.55;180.42;107.040001;31.557101;14.652825;8.010152;655.669079
4.24.2014;9.54;64.965;96.42;80.843;61.31;179.31;108.150002;31.76028;14.572019;8.016723;654.887024
4.23.2014;9.525;63.548;95.85;80.165;60.204;179.45;108.419998;31.612515;14.4553;8.016723;651.246536
4.22.2014;9.51;63.396;95.1;79.641;59.503;178.52;108.639999;31.381631;14.347557;8.016723;648.05591
4.21.2014;9.15;64.443;96.04;79.804;59.945;179.13;108.019997;31.381631;14.365515;7.918157;650.1973
4.17.2014;9.223;63.145;94.92;79.705;59.761;175.81;108.470001;31.372398;14.428364;7.81302;644.647783
4.16.2014;9.24;63.09;95.29;79.93;60.093;176.79;106.860001;30.809042;14.22186;7.56989;643.893793
4.15.2014;9.53;63.609;96.23;80.211;60.775;178.52;107.32;30.06098;14.096161;7.957583;648.309724
4.14.2014;10.2;64.898;97.45;80.464;61.089;178.52;104.889999;29.488391;14.033312;7.885301;648.918003
4.11.2014;10.55;65.037;97.64;81.503;61.541;181.61;103.389999;30.753629;14.033312;8.089005;654.146945
4.10.2014;10.55;65.037;97.64;81.503;61.541;179.92;107.730003;31.049159;14.22186;8.089005;657.281027
4.9.2014;10.5252;65.945;97.45;81.648;62.518;182.03;109.099998;31.889574;14.4553;7.885301;663.446373
4.8.2014;10.7816;65.417;96.51;81.196;61.781;180.76;111.389999;31.501692;14.311644;7.859017;661.507952
4.7.2014;10.6038;66.112;96.6;80.943;61.135;183.62;111.260002;32.148165;14.482234;7.81302;664.717221
4.4.2014;11.0008;67.679;97.54;82.66;62.482;183.34;112.860001;32.729988;14.715674;7.81302;672.820483
4.3.2014;11.1207;68.847;96.79;83.762;62.574;185.77;113.440002;32.212812;14.778522;7.760451;677.055487
4.2.2014;11.2655;69.932;99.32;84.974;63.376;183.15;113.220001;31.714104;14.652825;7.944441;679.548871
4.1.2014;11.0339;68.022;97.54;83.256;62.057;181.19;112.900002;31.787984;14.006377;7.661884;669.455147
3.31.2014;11.0339;68.022;97.54;83.256;62.057;177.07;112.830002;32.074281;13.8717;7.425326;665.180209
3.28.2014;11.0339;68.022;97.54;83.256;62.057;180.02;111.580002;31.871102;13.692131;7.228193;666.300328
3.27.2014;10.885;66.743;96.42;81.711;60.24;181.93;110.529999;31.603281;13.692131;7.103342;660.857753
3.26.2014;10.4259;64.202;95.85;79.705;59.014;183.62;108.459999;31.871102;13.763959;7.103342;654.015302
3.25.2014;10.612;65.38;96.14;81.467;61.07;184.04;107.940002;32.452929;13.81783;7.228193;660.147954
3.24.2014;11.3234;67.633;95.85;81.53;61.006;177.68;107.370003;32.332869;13.889657;7.261048;655.875977
3.21.2014;11.588;67.614;96.04;81.801;62.057;177.49;107.610001;32.563752;13.961485;7.234764;657.960002
3.20.2014;11.6418;68.875;96.51;82.506;62.878;179.36;108.68;32.240517;13.898635;7.372757;663.962709
3.19.2014;11.6418;66.288;95.57;82.624;62.405;178.42;109.830002;32.480634;13.907614;7.372757;660.539807
3.18.2014;11.9851;66.687;96.32;82.994;62.441;178.71;110.669998;31.981929;13.719066;7.372757;662.88085
3.17.2014;11.952;67.614;96.14;84.82;63.512;179.31;108.760002;31.483221;13.539498;7.03106;664.161781
3.14.2014;11.7287;65.676;95.85;84.088;62.316;175.99;110.209999;31.206162;13.629282;7.221622;657.915765
3.13.2014;11.5343;66.52;96.42;83.735;62.039;176.51;111.300003;31.911024;13.826808;7.096771;660.892906
3.12.2014;11.6501;66.196;96.42;83.229;62.271;172.39;112.459999;32.203954;13.737024;7.169053;657.72613
3.11.2014;11.3275;65.398;95.05;82.804;61.235;171.74;113.339996;33.952377;13.925571;7.326759;656.099203
3.10.2014;11.1786;65.621;93.77;83.356;61.45;169.3;113.959999;34.501619;14.024334;7.333331;654.494883
3.7.2014;10.9553;64.286;92.5;82.497;59.914;166.5;114.650002;34.36431;14.069226;7.484465;647.220303
3.6.2014;10.7692;63.887;92.95;81.883;60.093;168.37;113.260002;34.346002;14.033312;7.228193;646.819709
3.5.2014;10.4714;62.821;92.86;80.843;58.432;169.21;115.209999;33.805913;13.799873;6.952208;644.405393
3.4.2014;10.4838;60.624;92.23;79.587;57.646;170.1;113.599998;33.14682;13.647239;6.748504;637.813361
3.3.2014;10.976;62.719;94.32;79.894;58.843;168.79;115.300003;33.137667;13.81783;6.96535;644.76285
2.28.2014;11.0669;63.729;93.87;78.9;58.798;168.69;116.019997;33.659448;13.81783;6.925923;645.477098
2.27.2014;10.9511;64.017;92.95;78.268;58.87;166.31;115.580002;33.714374;13.70111;6.991634;641.35322
2.26.2014;10.8602;64.499;91.59;72.953;58.896;167.38;116.470001;33.046125;13.602346;6.866783;636.163455
2.25.2014;10.5459;62.265;90.08;72.375;58.468;168.83;116.169998;33.458058;13.629282;6.879925;632.701163
2.24.2014;10.3804;60.457;89.13;71.634;57.504;169.58;116.339996;33.586214;13.611325;6.925923;629.148858
2.21.2014;10.6286;61.328;89.17;72.411;57.78;167.38;115.330002;33.421441;13.710089;6.899639;628.058771
2.20.2014;10.641;63.21;89.86;72.519;59.066;171.74;115.220001;32.982047;13.692131;6.741933;635.672112
2.19.2014;10.9388;64.619;90.45;73.396;60.235;174.26;116.279999;33.238362;13.81783;6.741933;643.976924
2.18.2014;10.947;63.739;91.59;72.773;59.405;173.65;115.169998;32.908816;13.683153;6.538229;640.404196
2.14.2014;11.191;64.629;90.81;73.984;60.209;175.1;116.150002;32.222262;13.539498;6.538229;644.372991
2.13.2014;11.3978;66.474;92.32;75.086;61.717;171.41;117.559998;32.551809;13.46767;6.538229;648.522506
2.12.2014;11.2655;66.743;91.68;74.544;61.539;176.83;117.910004;32.268032;13.431756;6.505374;652.716666
2.11.2014;10.9098;64.879;88.67;74.815;60.744;176.23;117.040001;31.947641;13.324015;6.538229;645.097686
2.10.2014;10.5417;63.322;85.8;73.794;58.361;176.83;117.379997;33.055281;13.440735;6.597369;639.122082
2.7.2014;10.6286;66.947;88.03;76.098;60.28;177.86;115.959999;32.249723;13.332994;6.505374;647.89169
2.6.2014;10.6699;67.484;88.35;75.737;59.852;175.81;115.660004;32.258879;13.225252;6.400236;645.447271
2.5.2014;10.6534;68.764;88.53;76.198;60.128;188.06;112.489998;32.789812;13.35095;6.406807;657.370967
2.4.2014;10.4756;68.615;88.49;75.872;59.968;185.26;112.75;32.268032;13.06364;6.406807;653.169079
2.3.2014;10.6493;68.606;89.86;76.451;60.432;188.16;114.760002;33.02782;13.431756;6.577656;661.955534
1.31.2014;10.7857;68.671;85.94;77.02;59.932;189.09;117.160004;33.723526;13.692131;6.66308;662.677441
1.30.2014;10.0909;68.013;85.71;76.306;59.164;189.61;117.199997;33.274976;13.70111;6.66308;659.733063
1.29.2014;10.1819;68.578;84.66;76.821;59.102;189.09;117.830002;33.696065;14.001888;6.768217;660.729072
1.28.2014;10.3391;67.679;83.89;76.478;59.512;187.03;117.029999;33.650292;13.992981;6.78793;656.389302
1.27.2014;10.5748;67.252;84.39;76.758;59.593;185.58;117.879997;33.714374;14.099866;6.623653;656.46569
1.24.2014;10.2481;66.937;84.71;77.725;59.825;182.17;119.360001;35.169864;14.634289;6.840499;657.619753
1.23.2014;10.0165;64.49;82.57;77.147;59.503;177.49;121.690002;35.517719;14.741173;6.702506;649.8679
1.22.2014;10.3556;61.078;82.93;76.794;59.325;175.85;120.459999;35.096634;14.616475;6.702506;643.208214
1.21.2014;9.94206;60.262;83.07;76.324;58.503;174.59;119.190002;35.334638;14.714453;6.60394;638.534093
1.17.2014;9.51195;58.575;82.38;74.11;56.423;172.72;119.830002;35.700801;14.9015;6.288528;630.440781
